Business Family and Consumer Sciences/Human Sciences.,Skill
Family and Consumer Sciences/Human Sciences Communication.,Skill
Consumer Merchandising/Retailing Management.,Skill
"Family and Consumer Sciences/Human Sciences Business Services, Other.",Skill
Family and Consumer Economics and Related Studies.,Skill
"Family Resource Management Studies, General.",Skill
Consumer Economics.,Skill
Consumer Services and Advocacy.,Skill
"Family and Consumer Economics and Related Services, Other.",Skill
"Foods, Nutrition, and Related Services.",Skill
"Foods, Nutrition, and Wellness Studies, General.",Skill
Human Nutrition.,Skill
Foodservice Systems Administration/Management.,Skill
"Foods, Nutrition, and Related Services, Other.",Skill
Housing and Human Environments.,Skill
"Housing and Human Environments, General.",Skill
Facilities Planning and Management.,Skill
Home Furnishings and Equipment Installers.,Skill
"Housing and Human Environments, Other.",Skill
"Human Development, Family Studies, and Related Services.",Skill
"Human Development and Family Studies, General.",Skill
Adult Development and Aging.,Skill
Family Systems.,Skill
Child Development.,Skill
Family and Community Services.,Skill
Child Care and Support Services Management.,Skill
Child Care Provider/Assistant.,Skill
Developmental Services Worker.,Skill
"Human Development, Family Studies, and Related Services, Other.",Skill
Apparel and Textiles.,Skill
"Apparel and Textiles, General.",Skill
Apparel and Textile Manufacture.,Skill
Textile Science.,Skill
Apparel and Textile Marketing Management.,Skill
Fashion and Fabric Consultant.,Skill
"Apparel and Textiles, Other.",Skill
"Family and Consumer Sciences/Human Sciences, Other.",Skill
"Family and Consumer Sciences/Human Sciences, Other.",Skill
TECHNOLOGY EDUCATION/INDUSTRIAL ARTS.,Skill
Technology Education/Industrial Arts Programs.,Skill
Technology Education/Industrial Arts.,Skill
LEGAL PROFESSIONS AND STUDIES.,Skill
Non-Professional General Legal Studies (Undergraduate).,Skill
"Legal Studies, General.",Skill
Pre-Law Studies.,Skill
Law.,Skill
Law.,Skill
Legal Research and Advanced Professional Studies.,Skill
"Advanced Legal Research/Studies, General.",Skill
Programs for Foreign Lawyers.,Skill
American/U.S. Law/Legal Studies/Jurisprudence.,Skill
Canadian Law/Legal Studies/Jurisprudence.,Skill
"Banking, Corporate, Finance, and Securities Law.",Skill
Comparative Law.,Skill
"Energy, Environment, and Natural Resources Law.",Skill
Health Law.,Skill
International Law and Legal Studies.,Skill
"International Business, Trade, and Tax Law.",Skill
Tax Law/Taxation.,Skill
Intellectual Property Law.,Skill
"Legal Research and Advanced Professional Studies, Other.",Skill
Legal Support Services.,Skill
Legal Administrative Assistant/Secretary.,Skill
Legal Assistant/Paralegal.,Skill
Court Reporting/Court Reporter.,Skill
"Legal Support Services, Other.",Skill
"Legal Professions and Studies, Other.",Skill
"Legal Professions and Studies, Other.",Skill
ENGLISH LANGUAGE AND LITERATURE/LETTERS.,Skill
"English Language and Literature, General.",Skill
"English Language and Literature, General.",Skill
English Composition.,Skill
English Composition.,Skill
Creative Writing.,Skill
Creative Writing.,Skill
American Literature (United States and Canadian.),Skill
American Literature (United States).,Skill
American Literature (Canadian).,Skill
English Literature (British and Commonwealth).,Skill
English Literature (British and Commonwealth).,Skill
Speech and Rhetorical Studies.,Skill
Speech and Rhetorical Studies.,Skill
Technical and Business Writing.,Skill
Technical and Business Writing.,Skill
Rhetoric and Composition/Writing Studies.,Skill
"Writing, General.",Skill
Creative Writing.,Skill
"Professional, Technical, Business, and Scientific Writing.",Skill
Rhetoric and Composition.,Skill
"Rhetoric and Composition/Writing Studies, Other.",Skill
Literature.,Skill
General Literature.,Skill
American Literature (United States).,Skill
American Literature (Canadian).,Skill
English Literature (British and Commonwealth).,Skill
Children's and Adolescent Literature.,Skill
"Literature, Other.",Skill
"English Language and Literature/Letters, Other.",Skill
"English Language and Literature/Letters, Other.",Skill
"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",Skill
"Liberal Arts and Sciences, General Studies and Humanities.",Skill
Liberal Arts and Sciences/Liberal Studies.,Skill
General Studies.,Skill
Humanities/Humanistic Studies.,Skill
"Liberal Arts and Sciences, General Studies and Humanities, Other.",Skill
LIBRARY SCIENCE.,Skill
Library Science and Administration.,Skill
Library and Information Science.,Skill
Children and Youth Library Services.,Skill
Archives/Archival Administration.,Skill
"Library Science and Administration, Other.",Skill
Library and Archives Assisting.,Skill
Library and Archives Assisting.,Skill
"Library Science, Other.",Skill
"Library Science, Other.",Skill
BIOLOGICAL AND BIOMEDICAL SCIENCES.,Skill
"Biology, General.",Skill
"Biology/Biological Sciences, General.",Skill
"Biomedical Sciences, General.",Skill
"Biochemistry, Biophysics and Molecular Biology.",Skill
Biochemistry.,Skill
Biophysics.,Skill
Molecular Biology.,Skill
Molecular Biochemistry.,Skill
Molecular Biophysics.,Skill
Structural Biology.,Skill
Photobiology.,Skill
Radiation Biology/Radiobiology.,Skill
Biochemistry and Molecular Biology.,Skill
"Biochemistry, Biophysics and Molecular Biology, Other.",Skill
Botany/Plant Biology.,Skill
Botany/Plant Biology.,Skill
Plant Pathology/Phytopathology.,Skill
Plant Physiology.,Skill
Plant Molecular Biology.,Skill
"Botany/Plant Biology, Other.",Skill
Cell/Cellular Biology and Anatomical Sciences.,Skill
Cell/Cellular Biology and Histology.,Skill
Anatomy.,Skill
Developmental Biology and Embryology.,Skill
Neuroanatomy.,Skill
Cell/Cellular and Molecular Biology.,Skill
Cell Biology and Anatomy.,Skill
"Cell/Cellular Biology and Anatomical Sciences, Other.",Skill
Microbiological Sciences and Immunology.,Skill
"Microbiology, General.",Skill
Medical Microbiology and Bacteriology.,Skill
Virology.,Skill
Parasitology.,Skill
Mycology.,Skill
Immunology.,Skill
Microbiology and Immunology.,Skill
"Microbiological Sciences and Immunology, Other.",Skill
Zoology/Animal Biology.,Skill
Zoology/Animal Biology.,Skill
Entomology.,Skill
Animal Physiology.,Skill
Animal Behavior and Ethology.,Skill
Wildlife Biology.,Skill
"Zoology/Animal Biology, Other.",Skill
Genetics.,Skill
"Genetics, General.",Skill
Molecular Genetics.,Skill
Microbial and Eukaryotic Genetics.,Skill
Animal Genetics.,Skill
Plant Genetics.,Skill
Human/Medical Genetics.,Skill
Genome Sciences/Genomics.,Skill
"Genetics, Other.",Skill
"Physiology, Pathology and Related Sciences.",Skill
"Physiology, General.",Skill
Molecular Physiology.,Skill
Cell Physiology.,Skill
Endocrinology.,Skill
Reproductive Biology.,Skill
Neurobiology and Neurophysiology.,Skill
Cardiovascular Science.,Skill
Exercise Physiology.,Skill
Vision Science/Physiological Optics.,Skill
Pathology/Experimental Pathology.,Skill
Oncology and Cancer Biology.,Skill
Aerospace Physiology and Medicine.,Skill
"Physiology, Pathology, and Related Sciences, Other.",Skill
Pharmacology and Toxicology.,Skill
Pharmacology.,Skill
Molecular Pharmacology.,Skill
Neuropharmacology.,Skill
Toxicology.,Skill
Molecular Toxicology.,Skill
Environmental Toxicology.,Skill
Pharmacology and Toxicology.,Skill
"Pharmacology and Toxicology, Other.",Skill
"Biomathematics, Bioinformatics, and Computational Biology.",Skill
Biometry/Biometrics.,Skill
Biostatistics.,Skill
Bioinformatics.,Skill
Computational Biology.,Skill
"Biomathematics, Bioinformatics, and Computational Biology, Other.",Skill
Biotechnology.,Skill
Biotechnology.,Skill
"Ecology, Evolution, Systematics, and Population Biology.",Skill
Ecology.,Skill
Marine Biology and Biological Oceanography.,Skill
Evolutionary Biology.,Skill
Aquatic Biology/Limnology.,Skill
Environmental Biology.,Skill
Population Biology.,Skill
Conservation Biology.,Skill
Systematic Biology/Biological Systematics.,Skill
Epidemiology.,Skill
Ecology and Evolutionary Biology.,Skill
"Ecology, Evolution, Systematics and Population Biology, Other.",Skill
Molecular Medicine.,Skill
Molecular Medicine.,Skill
Neurobiology and Neurosciences.,Skill
Neuroscience.,Skill
Neuroanatomy.,Skill
Neurobiology and Anatomy.,Skill
Neurobiology and Behavior.,Skill
"Neurobiology and Neurosciences, Other.",Skill
"Biological and Biomedical Sciences, Other.",Skill
"Biological and Biomedical Sciences, Other.",Skill
MATHEMATICS AND STATISTICS.,Skill
Mathematics.,Skill
"Mathematics, General.",Skill
Algebra and Number Theory.,Skill
Analysis and Functional Analysis.,Skill
Geometry/Geometric Analysis.,Skill
Topology and Foundations.,Skill
"Mathematics, Other.",Skill
Applied Mathematics.,Skill
"Applied Mathematics, General.",Skill
Computational Mathematics.,Skill
Computational and Applied Mathematics.,Skill
Financial Mathematics.,Skill
Mathematical Biology.,Skill
"Applied Mathematics, Other.",Skill
Statistics.,Skill
"Statistics, General.",Skill
Mathematical Statistics and Probability.,Skill
Mathematics and Statistics.,Skill
"Statistics, Other.",Skill
"Mathematics and Statistics, Other.",Skill
"Mathematics and Statistics, Other.",Skill
"MILITARY SCIENCE, LEADERSHIP AND OPERATIONAL ART.",Skill
"Air Force ROTC, Air Science and Operations.",Skill
Air Force JROTC/ROTC.,Skill
"Air Force ROTC, Air Science and Operations, Other.",Skill
"Army ROTC, Military Science and Operations.",Skill
Army JROTC/ROTC.,Skill
"Army ROTC, Military Science and Operations, Other.",Skill
"Navy/Marine ROTC, Naval Science and Operations.",Skill
Navy/Marine Corps JROTC/ROTC.,Skill
"Navy/Marine Corps ROTC, Naval Science and Operations, Other.",Skill
Military Science and Operational Studies.,Skill
Air Science/Airpower Studies.,Skill
Air and Space Operational Art and Science.,Skill
Military Operational Art and Science/Studies.,Skill
Advanced Military and Operational Studies.,Skill
Naval Science and Operational Studies.,Skill
"Special, Irregular and Counterterrorist Operations.",Skill
"Military Science and Operational Studies, Other.",Skill
Security Policy and Strategy.,Skill
"Strategic Studies, General.",Skill
Military and Strategic Leadership.,Skill
Military and International Operational Law.,Skill
Joint Operations Planning and Strategy.,Skill
Weapons of Mass Destruction.,Skill
"National Security Policy and Strategy, Other.",Skill
Military Economics and Management.,Skill
National Resource Strategy and Policy.,Skill
Industry Studies.,Skill
Military Installation Management.,Skill
"Military Economics and Management, Other.",Skill
"Military Science, Leadership and Operational Art, Other.",Skill
"Military Science, Leadership and Operational Art, Other.",Skill
MILITARY TECHNOLOGIES AND APPLIED SCIENCES.,Skill
Military Technologies.,Skill
Military Technologies.,Skill
"Intelligence, Command Control and Information Operations.",Skill
"Intelligence, General.",Skill
Strategic Intelligence.,Skill
Signal/Geospatial Intelligence.,Skill
"Command & Control (C3, C4I) Systems and Operations.",Skill
Information Operations/Joint Information Operations.,Skill
Information/Psychological Warfare and Military Media Relations.,Skill
Cyber/Electronic Operations and Warfare.,Skill
"Intelligence, Command Control and Information Operations, Other.",Skill
Military Applied Sciences.,Skill
Combat Systems Engineering.,Skill
Directed Energy Systems.,Skill
Engineering Acoustics.,Skill
Low-Observables and Stealth Technology.,Skill
Space Systems Operations.,Skill
Operational Oceanography.,Skill
Undersea Warfare.,Skill
"Military Applied Sciences, Other.",Skill
Military Systems and Maintenance Technology.,Skill
Aerospace Ground Equipment Technology.,Skill
Air and Space Operations Technology.,Skill
Aircraft Armament Systems Technology.,Skill
Explosive Ordinance/Bomb Disposal.,Skill
"Joint Command/Task Force (C3, C4I) Systems.",Skill
Military Information Systems Technology.,Skill
Missile and Space Systems Technology.,Skill
Munitions Systems/Ordinance Technology.,Skill
Radar Communications and Systems Technology.,Skill
"Military Systems and Maintenance Technology, Other.",Skill
"Military Technologies and Applied Sciences, Other.",Skill
"Military Technologies and Applied Sciences, Other.",Skill
MULTI/INTERDISCIPLINARY STUDIES.,Skill
"Multi-/Interdisciplinary Studies, General.",Skill
"Multi-/Interdisciplinary Studies, General.",Skill
Biological and Physical Sciences.,Skill
Biological and Physical Sciences.,Skill
Peace Studies and Conflict Resolution.,Skill
Peace Studies and Conflict Resolution.,Skill
Systems Science and Theory.,Skill
Systems Science and Theory.,Skill
Mathematics and Computer Science.,Skill
Mathematics and Computer Science.,Skill
Biopsychology.,Skill
Biopsychology.,Skill
Gerontology.,Skill
Gerontology.,Skill
Historic Preservation and Conservation.,Skill
Historic Preservation and Conservation.,Skill
Cultural Resource Management and Policy Analysis.,Skill
"Historic Preservation and Conservation, Other.",Skill
Medieval and Renaissance Studies.,Skill
Medieval and Renaissance Studies.,Skill
Museology/Museum Studies.,Skill
Museology/Museum Studies.,Skill
"Science, Technology and Society.",Skill
"Science, Technology and Society.",Skill
Accounting and Computer Science.,Skill
Accounting and Computer Science.,Skill
Behavioral Sciences.,Skill
Behavioral Sciences.,Skill
Natural Sciences.,Skill
Natural Sciences.,Skill
Nutrition Sciences.,Skill
Nutrition Sciences.,Skill
International/Global Studies.,Skill
International/Global Studies.,Skill
Holocaust and Related Studies.,Skill
Holocaust and Related Studies.,Skill
Classical and Ancient Studies.,Skill
Ancient Studies/Civilization.,Skill
"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology.",Skill
Intercultural/Multicultural and Diversity Studies.,Skill
Intercultural/Multicultural and Diversity Studies.,Skill
Neuroscience.,Skill
Neuroscience.,Skill
Cognitive Science.,Skill
Cognitive Science.,Skill
Cultural Studies/Critical Theory and Analysis.,Skill
Cultural Studies/Critical Theory and Analysis.,Skill
Human Biology.,Skill
Human Biology.,Skill
Dispute Resolution.,Skill
Dispute Resolution.,Skill
Maritime Studies.,Skill
Maritime Studies.,Skill
Computational Science.,Skill
Computational Science.,Skill
Human Computer Interaction.,Skill
Human Computer Interaction.,Skill
Marine Sciences.,Skill
Marine Sciences.,Skill
Sustainability Studies.,Skill
Sustainability Studies.,Skill
"Multi/Interdisciplinary Studies, Other.",Skill
"Multi-/Interdisciplinary Studies, Other.",Skill
"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES.",Skill
"Parks, Recreation and Leisure Studies.",Skill
"Parks, Recreation and Leisure Studies.",Skill
"Parks, Recreation and Leisure Facilities Management.",Skill
"Parks, Recreation and Leisure Facilities Management, General.",Skill
Golf Course Operation and Grounds Management.,Skill
"Parks, Recreation and Leisure Facilities Management, Other.",Skill
Health and Physical Education/Fitness.,Skill
"Health and Physical Education/Fitness, General.",Skill
Sport and Fitness Administration/Management.,Skill
Kinesiology and Exercise Science.,Skill
Physical Fitness Technician.,Skill
Sports Studies.,Skill
"Health and Physical Education/Fitness, Other.",Skill
Outdoor Education.,Skill
Outdoor Education.,Skill
"Parks, Recreation, Leisure, and Fitness Studies, Other.",Skill
"Parks, Recreation, Leisure, and Fitness Studies, Other.",Skill
BASIC SKILLS AND DEVELOPMENTAL/REMEDIAL EDUCATION.,Skill
Basic Skills and Developmental/Remedial Education.,Skill
"Basic Skills and Developmental/Remedial Education, General.",Skill
Developmental/Remedial Mathematics.,Skill
Job-Seeking/Changing Skills.,Skill
Career Exploration/Awareness Skills.,Skill
Developmental/Remedial English.,Skill
Second Language Learning.,Skill
Basic Computer Skills.,Skill
Workforce Development and Training.,Skill
"Basic Skills and Developmental/Remedial Education, Other.",Skill
CITIZENSHIP ACTIVITIES.,Skill
Citizenship Activities.,Skill
"Citizenship Activities, General.",Skill
American Citizenship Education.,Skill
Community Awareness.,Skill
Community Involvement.,Skill
Canadian Citizenship Education.,Skill
"Citizenship Activities, Other.",Skill
HEALTH-RELATED KNOWLEDGE AND SKILLS.,Skill
Health-Related Knowledge and Skills.,Skill
Birthing and Parenting Knowledge and Skills.,Skill
Personal Health Improvement and Maintenance.,Skill
Addiction Prevention and Treatment.,Skill
"Health-Related Knowledge and Skills, Other.",Skill
INTERPERSONAL AND SOCIAL SKILLS.,Skill
Interpersonal and Social Skills.,Skill
"Interpersonal and Social Skills, General.",Skill
Interpersonal Relationships Skills.,Skill
Business and Social Skills.,Skill
"Interpersonal Social Skills, Other.",Skill
LEISURE AND RECREATIONAL ACTIVITIES.,Skill
Leisure and Recreational Activities.,Skill
"Leisure and Recreational Activities, General.",Skill
Handicrafts and Model-Making.,Skill
"Board, Card and Role-Playing Games.",Skill
Home Maintenance and Improvement.,Skill
Nature Appreciation.,Skill
Pet Ownership and Care.,Skill
Sports and Exercise.,Skill
Travel and Exploration.,Skill
Art.,Skill
Collecting.,Skill
Cooking and Other Domestic Skills.,Skill
Computer Games and Programming Skills.,Skill
Dancing.,Skill
Music.,Skill
Reading.,Skill
Theatre/Theater.,Skill
Writing.,Skill
Aircraft Pilot (Private).,Skill
"Leisure and Recreational Activities, Other.",Skill
PERSONAL AWARENESS AND SELF-IMPROVEMENT.,Skill
Personal Awareness and Self-Improvement.,Skill
Self-Awareness and Personal Assessment.,Skill
Stress Management and Coping Skills.,Skill
Personal Decision-Making Skills.,Skill
Self-Esteem and Values Clarification.,Skill
"Personal Awareness and Self-Improvement, Other.",Skill
PHILOSOPHY AND RELIGIOUS STUDIES.,Skill
"Philosophy and Religious Studies, General.",Skill
"Philosophy and Religious Studies, General.",Skill
Philosophy.,Skill
Philosophy.,Skill
Logic.,Skill
Ethics.,Skill
Applied and Professional Ethics.,Skill
"Philosophy, Other.",Skill
Religion/Religious Studies.,Skill
Religion/Religious Studies.,Skill
Buddhist Studies.,Skill
Christian Studies.,Skill
Hindu Studies.,Skill
Islamic Studies.,Skill
Jewish/Judaic Studies.,Skill
"Religion/Religious Studies, Other.",Skill
"Philosophy and Religious Studies, Other.",Skill
"Philosophy and Religious Studies, Other.",Skill
THEOLOGY AND RELIGIOUS VOCATIONS.,Skill
Bible/Biblical Studies.,Skill
Bible/Biblical Studies.,Skill
Missions/Missionary Studies and Missiology.,Skill
Missions/Missionary Studies and Missiology.,Skill
Religious Education.,Skill
Religious Education.,Skill
Religious/Sacred Music.,Skill
Religious/Sacred Music.,Skill
Theological and Ministerial Studies.,Skill
Theology/Theological Studies.,Skill
Divinity/Ministry.,Skill
Pre-Theology/Pre-Ministerial Studies.,Skill
Rabbinical Studies.,Skill
Talmudic Studies.,Skill
"Theological and Ministerial Studies, Other.",Skill
Pastoral Counseling and Specialized Ministries.,Skill
Pastoral Studies/Counseling.,Skill
Youth Ministry.,Skill
Urban Ministry.,Skill
Women's Ministry.,Skill
Lay Ministry.,Skill
"Pastoral Counseling and Specialized Ministries, Other.",Skill
"Theology and Religious Vocations, Other.",Skill
"Theology and Religious Vocations, Other.",Skill
PHYSICAL SCIENCES.,Skill
Physical Sciences.,Skill
Physical Sciences.,Skill
Astronomy and Astrophysics.,Skill
Astronomy.,Skill
Astrophysics.,Skill
Planetary Astronomy and Science.,Skill
"Astronomy and Astrophysics, Other.",Skill
Atmospheric Sciences and Meteorology.,Skill
"Atmospheric Sciences and Meteorology, General.",Skill
Atmospheric Chemistry and Climatology.,Skill
Atmospheric Physics and Dynamics.,Skill
Meteorology.,Skill
"Atmospheric Sciences and Meteorology, Other.",Skill
Chemistry.,Skill
"Chemistry, General.",Skill
Analytical Chemistry.,Skill
Inorganic Chemistry.,Skill
Organic Chemistry.,Skill
Physical Chemistry.,Skill
Polymer Chemistry.,Skill
Chemical Physics.,Skill
Environmental Chemistry.,Skill
Forensic Chemistry.,Skill
Theoretical Chemistry.,Skill
"Chemistry, Other.",Skill
Geological and Earth Sciences/Geosciences.,Skill
"Geology/Earth Science, General.",Skill
Geochemistry.,Skill
Geophysics and Seismology.,Skill
Paleontology.,Skill
Hydrology and Water Resources Science.,Skill
Geochemistry and Petrology.,Skill
"Oceanography, Chemical and Physical.",Skill
"Geological and Earth Sciences/Geosciences, Other.",Skill
Physics.,Skill
"Physics, General.",Skill
Atomic/Molecular Physics.,Skill
Elementary Particle Physics.,Skill
Plasma and High-Temperature Physics.,Skill
Nuclear Physics.,Skill
Optics/Optical Sciences.,Skill
Condensed Matter and Materials Physics.,Skill
Acoustics.,Skill
Theoretical and Mathematical Physics.,Skill
"Physics, Other.",Skill
Materials Sciences.,Skill
Materials Science.,Skill
Materials Chemistry.,Skill
"Materials Sciences, Other.",Skill
"Physical Sciences, Other.",Skill
"Physical Sciences, Other.",Skill
SCIENCE TECHNOLOGIES/TECHNICIANS.,Skill
"Science Technologies/Technicians, General.",Skill
"Science Technologies/Technicians, General.",Skill
Biology Technician/Biotechnology Laboratory Technician.,Skill
Biology Technician/Biotechnology Laboratory Technician.,Skill
Nuclear and Industrial Radiologic Technologies/Technicians.,Skill
Industrial Radiologic Technology/Technician.,Skill
Nuclear/Nuclear Power Technology/Technician.,Skill
"Nuclear and Industrial Radiologic Technologies/Technicians, Other.",Skill
Physical Science Technologies/Technicians.,Skill
Chemical Technology/Technician.,Skill
Chemical Process Technology.,Skill
"Physical Science Technologies/Technicians, Other.",Skill
"Science Technologies/Technicians, Other.",Skill
"Science Technologies/Technicians, Other.",Skill
PSYCHOLOGY.,Skill
"Psychology, General.",Skill
"Psychology, General.",Skill
Clinical Psychology.,Skill
Clinical Psychology.,Skill
Cognitive Psychology and Psycholinguistics.,Skill
Cognitive Psychology and Psycholinguistics.,Skill
Community Psychology.,Skill
Community Psychology.,Skill
Comparative Psychology.,Skill
Comparative Psychology.,Skill
Counseling Psychology.,Skill
Counseling Psychology.,Skill
Developmental and Child Psychology.,Skill
Developmental and Child Psychology.,Skill
Experimental Psychology.,Skill
Experimental Psychology.,Skill
Industrial and Organizational Psychology.,Skill
Industrial and Organizational Psychology.,Skill
Personality Psychology.,Skill
Personality Psychology.,Skill
Physiological Psychology/Psychobiology.,Skill
Physiological Psychology/Psychobiology.,Skill
Social Psychology.,Skill
Social Psychology.,Skill
School Psychology.,Skill
School Psychology.,Skill
Educational Psychology.,Skill
Educational Psychology.,Skill
Psychometrics and Quantitative Psychology.,Skill
Psychometrics and Quantitative Psychology.,Skill
Clinical Child Psychology.,Skill
Clinical Child Psychology.,Skill
Environmental Psychology.,Skill
Environmental Psychology.,Skill
Geropsychology.,Skill
Geropsychology.,Skill
Health Psychology.,Skill
Health/Medical Psychology.,Skill
Psychopharmacology.,Skill
Psychopharmacology.,Skill
Family Psychology.,Skill
Family Psychology.,Skill
Forensic Psychology.,Skill
Forensic Psychology.,Skill
Research and Experimental Psychology.,Skill
Cognitive Psychology and Psycholinguistics.,Skill
Comparative Psychology.,Skill
Developmental and Child Psychology.,Skill
Experimental Psychology.,Skill
Personality Psychology.,Skill
Physiological Psychology/Psychobiology.,Skill
Social Psychology.,Skill
Psychometrics and Quantitative Psychology.,Skill
Psychopharmacology.,Skill
"Research and Experimental Psychology, Other.",Skill
"Clinical, Counseling and Applied Psychology.",Skill
Clinical Psychology.,Skill
Community Psychology.,Skill
Counseling Psychology.,Skill
Industrial and Organizational Psychology.,Skill
School Psychology.,Skill
Educational Psychology.,Skill
Clinical Child Psychology.,Skill
Environmental Psychology.,Skill
Geropsychology.,Skill
Health/Medical Psychology.,Skill
Family Psychology.,Skill
Forensic Psychology.,Skill
Applied Psychology.,Skill
Applied Behavior Analysis.,Skill
"Clinical, Counseling and Applied Psychology, Other.",Skill
"Psychology, Other.",Skill
"Psychology, Other.",Skill
"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",Skill
Criminal Justice and Corrections.,Skill
Corrections.,Skill
Criminal Justice/Law Enforcement Administration.,Skill
Criminal Justice/Safety Studies.,Skill
Forensic Science and Technology.,Skill
Criminal Justice/Police Science.,Skill
Security and Loss Prevention Services.,Skill
Juvenile Corrections.,Skill
Criminalistics and Criminal Science.,Skill
Securities Services Administration/Management.,Skill
Corrections Administration.,Skill
Law Enforcement Investigation and Interviewing.,Skill
Law Enforcement Record-Keeping and Evidence Management.,Skill
Cyber/Computer Forensics and Counterterrorism.,Skill
Financial Forensics and Fraud Investigation.,Skill
Law Enforcement Intelligence Analysis.,Skill
Critical Incident Response/Special Police Operations.,Skill
Protective Services Operations.,Skill
Suspension and Debarment Investigation.,Skill
Maritime Law Enforcement.,Skill
Cultural/Archaelogical Resources Protection.,Skill
"Corrections and Criminal Justice, Other.",Skill
Fire Protection.,Skill
Fire Prevention and Safety Technology/Technician.,Skill
Fire Services Administration.,Skill
Fire Science/Fire-fighting.,Skill
Fire Systems Technology.,Skill
Fire/Arson Investigation and Prevention.,Skill
Wildland/Forest Firefighting and Investigation.,Skill
"Fire Protection, Other.",Skill
Homeland Security.,Skill
Homeland Security.,Skill
Crisis/Emergency/Disaster Management.,Skill
Critical Infrastructure Protection.,Skill
Terrorism and Counterterrorism Operations.,Skill
"Homeland Security, Other.",Skill
"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Skill
"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",Skill
PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,Skill
"Human Services, General.",Skill
"Human Services, General.",Skill
Community Organization and Advocacy.,Skill
Community Organization and Advocacy.,Skill
Public Administration.,Skill
Public Administration.,Skill
Public Policy Analysis.,Skill
"Public Policy Analysis, General.",Skill
Education Policy Analysis.,Skill
Health Policy Analysis.,Skill
International Policy Analysis.,Skill
"Public Policy Analysis, Other.",Skill
Social Work.,Skill
Social Work.,Skill
Youth Services/Administration.,Skill
"Social Work, Other.",Skill
"Public Administration and Social Service Professions, Other.",Skill
"Public Administration and Social Service Professions, Other.",Skill
SOCIAL SCIENCES.,Skill
"Social Sciences, General.",Skill
"Social Sciences, General.",Skill
Research Methodology and Quantitative Methods.,Skill
Anthropology.,Skill
Anthropology.,Skill
Physical and Biological Anthropology.,Skill
Medical Anthropology.,Skill
Cultural Anthropology.,Skill
"Anthropology, Other.",Skill
Archeology.,Skill
Archeology.,Skill
Criminology.,Skill
Criminology.,Skill
Demography and Population Studies.,Skill
Demography and Population Studies.,Skill
Economics.,Skill
"Economics, General.",Skill
Applied Economics.,Skill
Econometrics and Quantitative Economics.,Skill
Development Economics and International Development.,Skill
International Economics.,Skill
"Economics, Other.",Skill
Geography and Cartography.,Skill
Geography.,Skill
Geographic Information Science and Cartography.,Skill
"Geography, Other.",Skill
International Relations and National Security Studies.,Skill
International Relations and Affairs.,Skill
National Security Policy Studies.,Skill
"International Relations and National Security Studies, Other.",Skill
Political Science and Government.,Skill
"Political Science and Government, General.",Skill
American Government and Politics (United States).,Skill
Canadian Government and Politics.,Skill
Political Economy.,Skill
"Political Science and Government, Other.",Skill
Sociology.,Skill
Sociology.,Skill
Urban Studies/Affairs.,Skill
Urban Studies/Affairs.,Skill
Sociology and Anthropology.,Skill
Sociology and Anthropology.,Skill
Rural Sociology.,Skill
Rural Sociology.,Skill
"Social Sciences, Other.",Skill
"Social Sciences, Other.",Skill
CONSTRUCTION TRADES.,Skill
"Construction Trades, General.",Skill
"Construction Trades, General.",Skill
Mason/Masonry.,Skill
Mason/Masonry.,Skill
Carpenters.,Skill
Carpentry/Carpenter.,Skill
Electrical and Power Transmission Installers.,Skill
"Electrical and Power Transmission Installation/Installer, General.",Skill
Electrician.,Skill
Lineworker.,Skill
"Electrical and Power Transmission Installers, Other.",Skill
"Building/Construction Finishing, Management, and Inspection.",Skill
Building/Property Maintenance.,Skill
Concrete Finishing/Concrete Finisher.,Skill
Building/Home/Construction Inspection/Inspector.,Skill
Drywall Installation/Drywaller.,Skill
Glazier.,Skill
Painting/Painter and Wall Coverer.,Skill
Roofer.,Skill
Metal Building Assembly/Assembler.,Skill
Building/Construction Site Management/Manager.,Skill
"Carpet, Floor, and Tile Worker.",Skill
Insulator.,Skill
Building Construction Technology.,Skill
"Building/Construction Finishing, Management, and Inspection, Other.",Skill
Plumbing and Related Water Supply Services.,Skill
Pipefitting/Pipefitter and Sprinkler Fitter.,Skill
Plumbing Technology/Plumber.,Skill
Well Drilling/Driller.,Skill
Blasting/Blaster.,Skill
"Plumbing and Related Water Supply Services, Other.",Skill
"Construction Trades, Other.",Skill
"Construction Trades, Other.",Skill
MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.,Skill
"Mechanics and Repairers, General.",Skill
"Mechanics and Repairers, General.",Skill
Electrical/Electronics Maintenance and Repair Technology.,Skill
"Electrical/Electronics Equipment Installation and Repair, General.",Skill
Business Machine Repair.,Skill
Communications Systems Installation and Repair Technology.,Skill
Computer Installation and Repair Technology/Technician.,Skill
